,gameId,TeamTwoWin,Team1P1,Team1P2,Team1P3,Team1P4,Team1P5,Team2P1,Team2P2,Team2P3,Team2P4,Team2P5,Team1P1Role,Team1P2Role,Team1P3Role,Team1P4Role,Team1P5Role,Team2P1Role,Team2P2Role,Team2P3Role,Team2P4Role,Team2P5Role,Team1P1SID,Team1P2SID,Team1P3SID,Team1P4SID,Team1P5SID,Team2P1SID,Team2P2SID,Team2P3SID,Team2P4SID,Team2P5SID,T1P1LP,T1P2LP,T1P3LP,T1P4LP,T1P5LP,T2P1LP,T2P2LP,T2P3LP,T2P4LP,T2P5LP,T1P1WR,T1P2WR,T1P3WR,T1P4WR,T1P5WR,T2P1WR,T2P2WR,T2P3WR,T2P4WR,T2P5WR,T1P1CM,T1P2CM,T1P3CM,T1P4CM,T1P5CM,T2P1CM,T2P2CM,T2P3CM,T2P4CM,T2P5CM,Team1P1PostChampOccurTimes,Team1P1PostPositiveScore,Team1P1PostNegativeScore,Team1P2PostChampOccurTimes,Team1P2PostPositiveScore,Team1P2PostNegativeScore,Team1P3PostChampOccurTimes,Team1P3PostPositiveScore,Team1P3PostNegativeScore,Team1P4PostChampOccurTimes,Team1P4PostPositiveScore,Team1P4PostNegativeScore,Team1P5PostChampOccurTimes,Team1P5PostPositiveScore,Team1P5PostNegativeScore,Team2P1PostChampOccurTimes,Team2P1PostPositiveScore,Team2P1PostNegativeScore,Team2P2PostChampOccurTimes,Team2P2PostPositiveScore,Team2P2PostNegativeScore,Team2P3PostChampOccurTimes,Team2P3PostPositiveScore,Team2P3PostNegativeScore,Team2P4PostChampOccurTimes,Team2P4PostPositiveScore,Team2P4PostNegativeScore,Team2P5PostChampOccurTimes,Team2P5PostPositiveScore,Team2P5PostNegativeScore,Team1P1CommentChampOccurTimes,Team1P1CommentPositiveScore,Team1P1CommentNegativeScore,Team1P2CommentChampOccurTimes,Team1P2CommentPositiveScore,Team1P2CommentNegativeScore,Team1P3CommentChampOccurTimes,Team1P3CommentPositiveScore,Team1P3CommentNegativeScore,Team1P4CommentChampOccurTimes,Team1P4CommentPositiveScore,Team1P4CommentNegativeScore,Team1P5CommentChampOccurTimes,Team1P5CommentPositiveScore,Team1P5CommentNegativeScore,Team2P1CommentChampOccurTimes,Team2P1CommentPositiveScore,Team2P1CommentNegativeScore,Team2P2CommentChampOccurTimes,Team2P2CommentPositiveScore,Team2P2CommentNegativeScore,Team2P3CommentChampOccurTimes,Team2P3CommentPositiveScore,Team2P3CommentNegativeScore,Team2P4CommentChampOccurTimes,Team2P4CommentPositiveScore,Team2P4CommentNegativeScore,Team2P5CommentChampOccurTimes,Team2P5CommentPositiveScore,Team2P5CommentNegativeScore,T1P1ChampWR,T1P2ChampWR,T1P3ChampWR,T1P4ChampWR,T1P5ChampWR,T2P1ChampWR,T2P2ChampWR,T2P3ChampWR,T2P4ChampWR,T2P5ChampWR
3496,3911990498,Win,99,145,777,56,875,412,51,63,91,6,DUO_SUPPORT,DUO_CARRY,MIDDLE,JUNGLE,TOP,DUO_SUPPORT,DUO_CARRY,MIDDLE,JUNGLE,TOP,ehsysaOSFNMviy7UKkaUwlplxMU2qGOUGUzWtCxXDOql-RE,a5DBqjIKiEhem6NmrwzkBw3bdEWt-q5vRl_gcKxLPyEfT5MrQ-fx2E9nQg,2S3ZgM0-OBARCTI0n7MjsecP_XSGzIvTfAisSyYRpeOmtO4,kpUHvR1TOGMYcMplvj78Tq7a80Sq7dh_EXUOQ1_yZy-ZMZ2rnWAY7yQMWg,x5sgkLXTL262a9H9xKC1Ds6OlIFLAtFQFlZsNb-HLxwTH5A,47CuqCy-qV_D9Rn5ZuYN7-qp10TVdTGiQxJBtSMx4s-DAQ4,4j9PDLYhmiOKMFnz179bXbPeFhdAIcHX_kADUsDe8eKlyrI,BAtlRB4FdZeIhA3mL5pcFqjMPcTETeiEuBLY-YPcmXWt5oE,R2jz0Z8DNkkwyjod318U6B6kQlZxB4q0hKPubmK26W2de79taVf9f7HMqQ,p2E8VLukAmcI3cfHFlI_dltEaaHFfiUX7WwebKdK-X3ITb4,200,200,200,200,200,632,200,200,200,200,0.544,0.544,0.544,0.544,0.544,0.5371287128712872,0.544,0.544,0.544,0.544,1000,1000,1000,1000,1000,72159,1000,1000,1000,1000,58,0.7204658300980278,0.8539368492074129,0,0.0,0.0,110,0.4329072988551596,0.8151753261321929,102,0.10814952850341797,0.0,76,0.17620555836221444,0.55410425837447,181,0.10654889345169066,0.0,29,0.09752886891365052,0.5186550500916272,34,0.6491238689077071,0.5461474744285025,53,0.0,0.0,56,0.4905903297921886,0.5590933415947892,189,0.2568108864892077,0.0,0,0.0,0.0,279,0.0,0.0,66,0.0,0.0,177,0.0,0.0,154,0.18673419362664645,0.0,51,0.3846501031949747,0.0,105,0.3864179908597427,0.30898981589775576,90,0.17643043472573108,0.0,101,0.39900068133121663,0.0,0.4834,0.5018,0.4847,0.5331,0.5113,0.5061,0.5039,0.4843,0.5156,0.5006
1268,3906141850,Fail,99,516,64,427,202,58,246,131,111,115,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,WeRqu3Fxa6zMe4wGdfRAV5pKpIMCU9c0IH6rC7Y9A0BFBKh0,t9zqIUIbZayg843AHmP1VuzJQYvTfmLf545oqiNgLC3-jYKRIpp46zrAVQ,_Q_beGrPEHAXzZjGt6Mvo_sw-Jq0PuGiKV72kHXCFf_sYzs,RY4HGE8DFJNW1xbq-XgCHq2xtI5d3v550ets-ER55lME3kw,B3d37wFnW3LkzxNs7QV5xkmQ4S5CnOSH9QW7HXkPbeZOx9M,1yVwoc2JyM1rWuxBPfQtMAxvaOCcUy-q8BS3FjKJxCkpAp8,rDLfYMWqZ0_MjsJd0VcMcW2Ts1HxC1cadbEODg9SmoYd_xk,bZ8T8eQEjNKfJ-jb_3iFzoXZ5anWkgERDhqlSc0wB1nUCeo,2e9mV-rspluxpuZoDfJNfCadzyETC8GALAAWK1H-9r3yrl4,-RI4hwTi1KfglXwxo4cnswcbOS0bmRm_fZQzkEh-HHCRGoc,200,683,559,616,200,405,628,534,1037,635,0.544,0.5272727272727272,0.5275,0.5073891625615764,0.544,0.5063091482649842,0.5294117647058824,0.5260416666666666,0.5611940298507463,0.5498938428874734,1000,21234,47832,1822137,1000,202824,30185,7151,141527,1053754,58,0.7204658300980278,0.8539368492074129,48,0.4763772948928501,0.538518661405982,0,0.0,0.0,28,0.6977148418841155,0.8562377389611268,50,0.6839281333529431,0.8320459091081852,141,0.0,0.0,37,0.4954826308333356,0.5951321561162065,44,0.43383081425791203,0.8268476844560809,83,0.0,0.0,18,0.7267454252726789,0.7908334092396061,189,0.2568108864892077,0.0,100,0.5774444895582571,0.0,0,0.0,0.0,78,0.6482750027845268,0.6935387927216369,121,0.0,0.0,94,0.23941831706690705,0.3090607872256985,102,0.3939707338178116,0.31629167129467056,153,0.4155801206090004,0.3159859753274298,136,0.20087549964446488,0.0,62,0.6590197162156392,0.6428039282947391,0.4834,0.5259,0.5123,0.5256,0.511,0.4974,0.5096,0.4857,0.5034,0.5
5501,3864146552,Fail,222,141,412,58,127,427,81,37,105,39,DUO_CARRY,JUNGLE,DUO_SUPPORT,TOP,MIDDLE,JUNGLE,DUO_CARRY,DUO_SUPPORT,MIDDLE,JUNGLE,6FIk2Gg67OkliUmVH-VR36HXiKwR9sm-X4k1oVeNmhO2c7Y,21PZ-iUwZM4LfU2W7INBoigBaw9UjllkXzly4fy9sekHZiQ,Ub7WEUpF9jCc27k4LSS622JUDQP-DoVeqT_bLcpZ3m01OHY,TycQQAVamL9REIeNk4l5Xbuaiig6ToSKTUfcM05uYBD0Prw,OevRXBmIiKaRSYUbgeRaxcJesWwf1tYFu45U90MV6b8XIfo,xOgMIMfnoI6-_jUxwR548F4MARdWtaZKAyCUcLA5EtVkk_03QmYDQ1mBRg,OECNlON3c4lMYg4pZj5rJ6XhvFI33QXnrTDNYxysqroNAYPk9A7vq6kMCQ,nvE8ss0v_xXlNOhNj8M9WW2qKR6YuxHWrMW25TqqIVvZj7w,XkmdOAy-pAji2WNrrkIOOoLfas3JZ5utXC_v77UnAvu6-4o,mn3FSOep5radmqK2m7ytP0nlzFvnXATbZ1tKQlhb-bU-lOA,505,200,627,200,615,707,200,625,283,353,0.5023668639053255,0.544,0.5239043824701195,0.544,0.5275590551181102,0.5589887640449438,0.544,0.5084226646248086,0.5078125,0.538860103626943,148052,1000,408711,1000,1137,3191,1000,1685879,213429,587138,98,0.0,0.5283605470889952,43,0.7114189298256584,0.8252438317711761,181,0.10654889345169066,0.0,141,0.0,0.0,11,0.6297478144583494,0.5770302545733569,28,0.6977148418841155,0.8562377389611268,54,0.4904878948045814,0.5520335494018183,35,0.7035889045051906,0.7672397646962144,28,0.7388208387554555,0.8740385879830616,84,0.6647469738255376,0.787760285706055,168,0.4425661513325183,0.0,87,0.1806284652581905,0.0,154,0.18673419362664645,0.0,94,0.23941831706690705,0.3090607872256985,44,0.6110384521130539,0.6793605096928484,78,0.6482750027845268,0.6935387927216369,153,0.17745806176755116,0.0,138,0.3870167437374801,0.0,59,0.3900265929555724,0.31407338303404964,366,0.0,0.0,0.5083,0.4961,0.5061,0.4974,0.5103,0.5256,0.4785,0.4996,0.4952,0.4577
179,3866691548,Win,25,61,51,35,14,37,238,202,106,154,DUO_SUPPORT,MIDDLE,DUO_CARRY,JUNGLE,TOP,DUO_SUPPORT,MIDDLE,DUO_CARRY,TOP,JUNGLE,FPYV6llwJ4lbebpYoXrrstH7kYDscM5oFusWGY60txKNqFA,wq4Tbh7L6jUg5PhpiyVS485d9QoBUbvNsIPi1hHYHKdOT1ju,cZmHXuLY9hriekguz3d3PyM5-aY9BUbMR78e_cCjhRgi_wA,Bueg-qncnEQgPTuzp7qcI1iVFFw3CLU3jOynNM8W5cxQjmw,GnXbHbaPnPhG5Fb3uXvne3GA8dQ3yM4aSFnzT3TP9YjKGoU,bpw2nw0sAuP3WOdpigB7BvUmeSrO4DyXzqKqIXJZlAadv12w,szZq66JDTBPV0n5D6ph04UNU1kBf4VOova-Tlt4C0oWmMFrt,YxQcPN5wje4HugWwH0wXHf2tAcqtR_bV-FOzW48HoYmmcjK7,Z4-qeYmFaLtBSQokKBjja73YvTmHt5rT6JBle9Ij6306EJ8,17QbQ3oE3VPpPd-BbnR2gSJrF5LbvUJaoKH8_zfzvG0VTh4,200,639,200,200,200,200,200,200,355,465,0.544,0.5292096219931272,0.544,0.544,0.544,0.544,0.544,0.544,0.5306122448979592,0.5106732348111659,1000,23049,1000,1000,1000,1000,1000,1000,10908,85150,107,0.19246245985445767,0.584769714169386,143,0.0,0.5347101426706082,29,0.09752886891365052,0.5186550500916272,53,0.7588984900626582,0.8441570819151111,81,0.1843823235967885,0.5559736054118086,35,0.7035889045051906,0.7672397646962144,88,0.7010335792665896,0.8468294496216426,50,0.6839281333529431,0.8320459091081852,72,0.17866519482239435,0.53661708424731,16,0.7238717331402542,0.8103818835281743,223,0.3922478895726558,0.3049262367285691,99,0.4361780978765589,0.3847281181967103,51,0.3846501031949747,0.0,180,0.0,0.0,194,0.0,0.0,138,0.3870167437374801,0.0,209,0.0,0.0,121,0.0,0.0,95,0.3623008736452029,0.3138811835994968,66,0.6049687896094981,0.0,0.5135,0.4652,0.5039,0.5114,0.5283,0.4996,0.5001,0.511,0.5094,0.5129
371,3864691943,Win,39,43,104,110,517,114,235,84,111,203,TOP,DUO_SUPPORT,JUNGLE,DUO_CARRY,JUNGLE,TOP,DUO_SUPPORT,TOP,DUO_CARRY,JUNGLE,aHnYKWfgr9uv8CqBZTSk8llPlKZZ1CnHL_3AYKPmFSd6uOg,2978Fb3zGwrn2FDvqahHGugfoWpadoEVtPZAsLJItrrMH3FJAWSdRbIMbA,wbFeA3wQVsTtY9yioACPzHlo6FMetdXqQyqsuAze1MS8dxE,Q0HW8RsWjIc13CV6hBGcQAz885bZ_cWdGqdq8fbg9HbrNpE,KkHeV4fXkmnBp_KJAwCNSfbAtJ4fY3Z35g1ydTm3Yk70McI,Vik3HgmBfVyz1QB2rw_tXrKJCAp3JhlOkaosHLWZ9Dj3-Srv_ZyBwoZmLA,1IPcDc7Fg-5DBFhHFsKRgeQEJ7M_K1LsCz1WUSCouXN-CCQ57KXunQr4Yg,8TtZr80iXOB_tfb7KJ4ooAUsVmbYhhciQtQrM4C3-GuWbVUi,dQLrFLjQzdm7T-_Nsg1QF0mlwP52rmvEX68L-431sb3nS1M,k5E3OW7ihSchxbwsUR1Sr-CQEnJZwEfLCNEiV_4W9H4SgyC0LsOT0xHgTA,200,1140,1197,586,200,1232,952,200,1111,434,0.544,0.5489749430523918,0.5408560311284046,0.55,0.544,0.5402750491159135,0.5753424657534246,0.544,0.5527638190954773,0.5427509293680297,1000,8462,118222,88179,1000,12902,27852,1000,7878,33458,84,0.6647469738255376,0.787760285706055,30,0.0,0.51813592271107,0,0.0,0.0,87,0.0,0.50210887339057,121,0.36452531762745066,0.5463199644553952,49,0.658672867650571,0.5479933139754505,163,0.18947281526482626,0.5305904004631973,121,0.3866821045460908,0.5516560339346165,83,0.0,0.0,48,0.6657851639001265,0.8015211369933151,366,0.0,0.0,102,0.2037883908504311,0.0,0,0.0,0.0,108,0.0,0.0,223,0.3719835513050901,0.0,151,0.18628961290150567,0.0,340,0.5108058018734937,0.0,208,0.1944141615405942,0.0,136,0.20087549964446488,0.0,166,0.0,0.0,0.4577,0.4778,0.4524,0.4991,0.5016,0.508,0.5275,0.4776,0.5034,0.5016
4335,3902956963,Fail,266,117,222,245,234,145,80,77,875,90,TOP,DUO_SUPPORT,DUO_CARRY,TOP,JUNGLE,SOLO,TOP,JUNGLE,TOP,MIDDLE,ySCrz8UfeTQLLhnPblUXQv8QbW-fPLpHSLuHzdZgACatDiZtSv0CKszcHA,xagLXWFLLcLUmfixZ8T1xXrxJK4-HFPdxiRdyFXViySgV7s,ft6xHf_s_12OarY8Ai4iGtgL2_CBb2fqXSicUW5746bdhEdVX-epG5JH8w,69Jz21qKIe3pBsawP9DvDrREsKoUqOCePsDWg8U6ALHYw-4,9b__720lR7RJ3eIzS9OTOtxTD89u-weX64C7Cz8j0qr4-kSX,dnhivI56itA4a_q7qaphdELXNlQZo7LHvfltwoBhhPvAJYY,gsjZdKj4-0z9xR_qGOHM46kWSV0LMWgs1dLanTMDVy2Geo4,FJMQ1CnK5_E5H2CI2BwMcnjxdDBiYRVocxX5uyiD-xOTyZ5tepK5w34BFw,XayeFRfea4Dw9Owp2EIdOP8sB8emhxCBb26Gts0uTMWRh44,zNxFhcasSp8DtGZaoPLmmN3POK5kIuL9O055NZKYm6yCroo,936,422,394,813,620,718,1068,1020,743,852,0.5224787363304981,0.5665399239543726,0.68,0.5596153846153846,0.5617647058823529,0.5435435435435435,0.5373134328358209,0.5903083700440529,0.5505617977528089,0.5241379310344828,21897,112260,65618,39193,16229,316419,17914,2221,3074,144212,71,0.3788444016290747,0.5589484150816755,55,0.5385229546090831,0.5650070673081933,98,0.0,0.5283605470889952,41,0.4135211851285852,0.6188795624709711,111,0.0,0.0,0,0.0,0.0,41,0.6770565048508022,0.8327470748889737,195,0.0,0.5311363499339034,76,0.17620555836221444,0.55410425837447,14,0.6750665275946908,0.6028474104113695,123,0.17275656849251195,0.0,189,0.40830424607010696,0.0,168,0.4425661513325183,0.0,100,0.4671551145007669,0.315243606443529,149,0.0,0.0,0,0.0,0.0,118,0.0,0.0,269,0.0,0.0,177,0.0,0.0,57,0.6484086858931364,0.652379373451332,0.5033,0.5068,0.5083,0.513,0.5035,0.5018,0.5229,0.4838,0.5113,0.5242
5181,3895851776,Win,3,67,64,875,98,147,517,102,82,145,MIDDLE,DUO_CARRY,JUNGLE,TOP,DUO_SUPPORT,DUO_SUPPORT,MIDDLE,JUNGLE,TOP,DUO_CARRY,7y-X7BPCockuLP4hUOAHxFHKzwenl8ODnMHf1U9aNcaqaZyo,qQO7aQkgtj03m8CiWkR28phGA3HcTzEvW_BG8oGjh4Ul_Yz8,xyWxqAVJXHeXSm4FI9b6i21dlZZrz24GebWTTw7OAKgck68,b7dUGG7L6ju0usKBLZZz8shi5_ecFz3FGQLdZnjJD967ZoA,PoFo9gFkuZSQaEskv_QjEisqw3WBifYqo7FGAHv5AiipwfdG,8XJa3WbvemQHjoJEXitmPDSTl14vou0pyGnG2iAjuapbcZVC,WBqwcIGijwc-HrqC_ypeMmEd_rwr0ZCbBtlQQSJ2bxKjzMbi,dLPwEEdoz-HdzR8ULO4tZPpHgvuqDIpZzBQx1oGj76mq_mM,G3ClONO8iJT3NTOAE-2pPJIUCzxHHdTVTCsyNHX1pO3ujIw,J6QcJR5f93XtwTdsfrR0x3hO4KymLfoimwfPbrBpBowWDx8,534,360,200,450,200,200,257,297,200,870,0.5133437990580848,0.5245535714285714,0.544,0.5327380952380952,0.544,0.544,0.5177865612648221,0.5,0.544,0.525974025974026,91464,861379,1000,43296,1000,1000,19832,83890,1000,247512,49,0.3834960968598076,0.5635025443100348,63,0.4143414834271307,0.6169473688776901,0,0.0,0.0,76,0.17620555836221444,0.55410425837447,30,0.6902228508306586,0.8639860683824957,112,0.0,0.494799265047399,121,0.36452531762745066,0.5463199644553952,20,0.652460167200669,0.533413043836268,60,0.7091441320336384,0.7482755049699691,0,0.0,0.0,93,0.3941326760571753,0.3106528071614055,151,0.4615617617701474,0.3124888872171377,0,0.0,0.0,177,0.0,0.0,194,0.4525611878705109,0.6388905203187619,167,0.43341451104032697,0.3067892302166331,223,0.3719835513050901,0.0,51,0.0,0.0,115,0.0,0.0,0,0.0,0.0,0.5129,0.5094,0.5123,0.5113,0.5191,0.4769,0.5016,0.4748,0.5106,0.5018
231,3910724160,Fail,111,222,131,141,23,43,81,114,234,887,DUO_SUPPORT,DUO_CARRY,MIDDLE,JUNGLE,TOP,DUO_SUPPORT,DUO_CARRY,TOP,JUNGLE,TOP,V6zQu1p3j-UAx-cqXX-tFMpyk7BC0gUhNIxSO2bbeU5fBQU,JdLe8XmH_oztGEiXVX58N_HMEP4JwklQkhz03PihW-5HoJ8,Tl03YGHwtq_E47qyyVWt_gpzeiBB4ItreY8G6NaN5yR6YNk,oAGfZEeX-OCa0bqUo2mWZCO3UpLFoMcc11WR83BuVjKYpb0,ue8qPZTJtc7JEZKzkVWHOvcH8e3LhCd41pXtM_dIW5J8Chk,sfRbH21YJObtQECFsRk57jvAPdCMfIyFgnybXMgQKudAudc,ffkLInBalxkHvTtLzhaGyqNuiCg9NJs5oVhPJ-aGFumy,hVZwPYv94wFnr1D_poNxNW-nQ3WxSaV_zNf9gnnmCtBJzUs,DLQ8XoOco57t4TYAFjqKqfWUUNSxFjoqZC168slLTlcQx4QL3lgCZy-XAw,MGo9-pY-7yQs2dKfvjt7dlWRWzcNBit4O36T43Hm10Ajy2Q,841,200,200,885,200,377,938,622,200,799,0.5509433962264151,0.544,0.544,0.541025641025641,0.544,0.5454545454545454,0.5178316690442225,0.5153301886792453,0.544,0.5224806201550387,78965,1000,1000,813591,1000,33507,450448,319531,1000,59547,83,0.0,0.0,98,0.0,0.5283605470889952,44,0.43383081425791203,0.8268476844560809,43,0.7114189298256584,0.8252438317711761,25,0.7314085296962571,0.7895622202535955,30,0.0,0.51813592271107,54,0.4904878948045814,0.5520335494018183,49,0.658672867650571,0.5479933139754505,111,0.0,0.0,0,0.0,0.0,136,0.20087549964446488,0.0,168,0.4425661513325183,0.0,153,0.4155801206090004,0.3159859753274298,87,0.1806284652581905,0.0,63,0.3654517729375051,0.3106402112292005,102,0.2037883908504311,0.0,153,0.17745806176755116,0.0,151,0.18628961290150567,0.0,149,0.0,0.0,0,0.0,0.0,0.5034,0.5083,0.4857,0.4961,0.5069,0.4778,0.4785,0.508,0.5035,0.5003
2636,3882515099,Win,412,54,421,517,21,8,56,498,497,113,DUO_SUPPORT,TOP,JUNGLE,MIDDLE,DUO_CARRY,MIDDLE,JUNGLE,DUO_CARRY,DUO_SUPPORT,TOP,9BsFJYqRsyLI-g0ibJ-wRP5NuiHPBSE1cY8gWjrfQ6F-BTk,uBrOGr6soXe1caHOlklNRlABtKACIAVBUPGambKuNCsnDvg,Kx7l6hqndnP1sSOCurvyBLyyiGvLn8lP6DIqig9olEW7wNU,Vbsf8W74eMoaEJtOmd8lwfDkSxNFNu4FRS1wB_wpQ3SZoolTckZUXmhSSA,CXZQwwF3oqtuKnfmfsebO9S2DeY6CvPwIIrxuf6AOORveSM,yU3NdftwBjneMyRfG2ZHChBeNdP8W53WGJxAuiyqEjx6Nhs4omW7IMKuBw,D_oa4tTWHTwiy8GSX7Ch7XPwFbz61h34N3NGGwEMJMvW1ng,tkTijnrzGhiKeaC5palGIz8gbKTiAqQOnlsoawe3bG2fDRPY,o72sHRR2fLTjPd_iMvtuYx-1quupXDJ5eS7mcD_44eDS7lA,bGQiRA7YtuPH1MKc0j8AsCRJzEiFXiyRqbqTQolmAM3uArygYo_XMow9Fg,965,974,1049,912,741,1132,1159,1047,736,779,0.5563636363636364,0.5725490196078431,0.5336322869955157,0.5483870967741935,0.5238095238095238,0.5350877192982456,0.529891304347826,0.5167731629392971,0.5845070422535211,0.5213675213675214,445868,8699,295445,14193,74931,4671,43925,164913,115424,13319,181,0.10654889345169066,0.0,42,0.4036766710488692,0.5975934208893194,0,0.0,0.0,121,0.36452531762745066,0.5463199644553952,0,0.0,0.0,16,0.739022658354994,0.8237469247201593,102,0.10814952850341797,0.0,72,0.0,0.5094686368616617,58,0.0,0.0,9,0.0,0.0,154,0.18673419362664645,0.0,117,0.1962237172750197,0.0,0,0.0,0.0,223,0.3719835513050901,0.0,0,0.0,0.0,44,0.6049672657946394,0.6195406426082957,66,0.0,0.0,76,0.0,0.0,51,0.19724562901068915,0.0,29,0.5069874910499521,0.6261258342049338,0.5061,0.5346,0.5038,0.5016,0.5107,0.498,0.5331,0.4769,0.5,0.5138
1656,3888488212,Win,117,126,61,222,30,25,56,145,80,526,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,aPikoN7VDQ6Ka0FQ6cS2b66NmTfSO5v24YIYnlZQ-T-qspg,ti9vPrpTgw_Wmw4tdpBwSPgK5ImGoNBc8936waWtllUMEXS3aZdH8t6EDg,5rPWD8yssr0PYrLvWa64H4L4xGQQ4ZrxaanJTUG7ZPKWzMc,uG1_xMDs7004NkG4YPNLDBeWg-yBwnelMSn6tIkrR6bR-G42pSC04uh8mw,sGsr_BFEMaSKENllBbIvclMDKHz23zdORQQNDBAwBc5mmgW87MPHNDTaJg,clOd2ceaZch2RGhnosF0ehrhKE65PwiRB3c3pkfN0RrVf1E,WIrE_x5B72N-r2-4pqwa4DZUqc2dWruR5uNobVry3mnuJUgYD4B8qT0crg,FJMQ1CnK5_E5H2CI2BwMcnjxdDBiYRVocxX5uyiD-xOTyZ5tepK5w34BFw,XpWfNO9iCaSczrbTARBkWY693581pTioXRAUWD0Xe_i6OxA,gsjZdKj4-0z9xR_qGOHM46kWSV0LMWgs1dLanTMDVy2Geo4,468,695,200,713,200,373,608,1020,200,1068,0.5213032581453634,0.5268817204301075,0.544,0.5238095238095238,0.544,0.4981751824817518,0.5540540540540541,0.5903083700440529,0.544,0.5373134328358209,101630,50429,1000,81900,1000,10683,3785,28452,1000,18118,55,0.5385229546090831,0.5650070673081933,67,0.0,0.5029638220624226,143,0.0,0.5347101426706082,98,0.0,0.5283605470889952,25,0.0,0.5140453577041626,107,0.19246245985445767,0.584769714169386,102,0.10814952850341797,0.0,0,0.0,0.0,41,0.6770565048508022,0.8327470748889737,103,0.0,0.0,189,0.40830424607010696,0.0,113,0.001670113195378873,0.0,99,0.4361780978765589,0.3847281181967103,168,0.4425661513325183,0.0,65,0.3838163845951903,0.0,223,0.3922478895726558,0.3049262367285691,66,0.0,0.0,0,0.0,0.0,118,0.0,0.0,86,0.40661902225480906,0.6303040044648306,0.5068,0.5113,0.4652,0.5083,0.522,0.5135,0.5331,0.5018,0.5229,0.4836
2570,3902144416,Fail,141,16,150,142,18,114,121,38,43,110,JUNGLE,DUO_SUPPORT,TOP,MIDDLE,DUO_CARRY,TOP,JUNGLE,MIDDLE,DUO_SUPPORT,DUO_CARRY,x3befIDs2F2x-a8223sMBeTmZH61bFMqrvZ9Z9HjMLz4xGo,7pG5PKUGfsd3L8momHK2SNomAH5QClPVC6fnk0X-4YQDe0Kl,-MvUAo-yQj_9umxsto0BzsGnk_C6_ufLIhCwgaPAtfVVZn4,Vbsf8W74eMoaEJtOmd8lwfDkSxNFNu4FRS1wB_wpQ3SZoolTckZUXmhSSA,PC73Veh7ADt_zasHOVxpsHKHJPC25mAX8A2eL24neO2pIGc,iQ0vLvIMIs4B9QG3g8FwhZB5qazeoq0P1BUOZ6IkeGINTh0,zfQUhGq4Qg4tBItp_GHXXmOTGFhImpNUMnUDWnaOTuXsGjo,4SD2htv6vco2xLTdmCR0iMbGCo9guy3Adw6X8bHNjyOSWEQ,Zdb6ctoZpcD6qS1vqisAvZU83LZ-QMmvFMemYxmZrEy4Qgk,tkTijnrzGhiKeaC5palGIz8gbKTiAqQOnlsoawe3bG2fDRPY,423,412,547,912,274,622,200,501,756,1047,0.513986013986014,0.5621890547263682,0.5116772823779193,0.5483870967741935,0.5502958579881657,0.5142002989536621,0.544,0.5067264573991032,0.5177664974619289,0.5167731629392971,1031989,107620,36706,4672,44927,915588,1000,193862,184086,63576,43,0.7114189298256584,0.8252438317711761,39,0.7295776393102563,0.7940950368235751,129,0.0,0.0,78,0.0,0.5294181660908025,152,0.0,0.5238573580253415,49,0.658672867650571,0.5479933139754505,0,0.0,0.0,21,0.4031212635662245,0.5877311782139104,30,0.0,0.51813592271107,87,0.0,0.50210887339057,87,0.1806284652581905,0.0,157,0.1809277294381347,0.0,142,0.18818526217457265,0.0,143,0.0,0.0,144,0.4006421431214565,0.34555457474349377,151,0.18628961290150567,0.0,0,0.0,0.0,84,0.6270990588639735,0.6664104368779565,102,0.2037883908504311,0.0,108,0.0,0.0,0.4961,0.4954,0.5,0.5021,0.5027,0.508,0.5083,0.5068,0.4778,0.4991
