champ_name,counter_name,championId,counterId,champ_kda,counter_kda,champ_lane kill rate,counter_lane kill rate,champ_kill participation,counter_kill participation,champ_dmgtochamp,counter_dmgtochamp,champ_first tower kill,counter_first tower kill,champ_win ratio,counter_win ratio,champ_position win rate,counter_position win rate,champ_position pick rate,counter_position pick rate,champ_ban rate,counter_ban rate,position
Kindred,Hecarim,203,120,2.42,2.59,,,0.512,0.503,18194.0,12631.0,,,0.5569,0.4431,0.5016,0.4491,0.1107,0.0182,0.0594,0.019,jg
Ivern,Sejuani,427,113,3.6,3.4,,,0.45899999999999996,0.518,8169.0,11602.0,,,0.4848,0.5152,0.5256,0.5138,0.009000000000000001,0.0168,0.0018,0.0009,jg
Karthus,Trundle,30,48,2.59,2.95,,,0.5479999999999999,0.501,26317.0,12638.0,,,0.5119,0.4881,0.522,0.4991,0.0283,0.0085,0.0393,0.0007,jg
Lillia,Rumble,876,68,2.46,2.97,,,0.484,0.514,16768.0,19008.0,,,0.435,0.565,0.45399999999999996,0.4892,0.0152,0.1175,0.0037,0.2828,jg
Xin Zhao,Rek'Sai,5,421,2.26,2.53,,,0.494,0.521,15216.0,14278.0,,,0.5192,0.4808,0.5188,0.5038,0.0734,0.0507,0.0173,0.0542,jg
Gragas,Poppy,79,78,2.85,2.76,,,0.48200000000000004,0.494,15318.0,13813.0,,,0.4593,0.5407,0.5147,0.4965,0.0191,0.0305,0.0032,0.0381,jg
Rek'Sai,Elise,421,60,2.39,2.87,,,0.507,0.517,13641.0,15267.0,,,0.4718,0.5282,0.5038,0.5268,0.0507,0.1231,0.0542,0.514,jg
Kindred,Lee Sin,203,64,2.12,2.95,,,0.507,0.529,17182.0,14180.0,,,0.469,0.531,0.5016,0.5123,0.1107,0.2982,0.0594,0.4717,jg
Nunu & Willump,Wukong,20,62,3.12,2.62,,,0.527,0.495,11296.0,14661.0,,,0.5368,0.4632,0.505,0.4928,0.0373,0.0079,0.011000000000000001,0.0097,jg
Morgana,Diana,25,131,3.19,2.36,,,0.519,0.48700000000000004,15416.0,17073.0,,,0.5187,0.4813,0.5135,0.4855,0.0793,0.0876,0.485,0.0866,jg
Rek'Sai,Master Yi,421,11,2.72,2.02,,,0.505,0.465,14112.0,14615.0,,,0.5288,0.4712,0.5038,0.466,0.0507,0.023,0.0542,0.0052,jg
Gwen,Fiddlesticks,887,9,2.45,3.09,,,0.47700000000000004,0.511,17508.0,16573.0,,,0.4409,0.5591,0.4859,0.5293,0.0113,0.0349,0.2427,0.0151,jg
Xin Zhao,Gwen,5,887,2.41,2.43,,,0.485,0.48100000000000004,16658.0,16751.0,,,0.5536,0.4464,0.5188,0.4859,0.0734,0.0113,0.0173,0.2427,jg
Evelynn,Ekko,28,245,3.08,2.79,,,0.508,0.5,20510.0,17114.0,,,0.5105,0.4895,0.5243,0.494,0.0339,0.0476,0.0203,0.0128,jg
Shyvana,Lee Sin,102,64,2.52,3.02,,,0.466,0.524,18241.0,15071.0,,,0.4868,0.5132,0.4748,0.5123,0.0057,0.2982,0.0008,0.4717,jg
Karthus,Lee Sin,30,64,2.41,3.0,,,0.5660000000000001,0.527,25936.0,15359.0,,,0.4887,0.5113,0.522,0.5123,0.0283,0.2982,0.0393,0.4717,jg
Shyvana,Master Yi,102,11,2.54,2.23,,,0.439,0.45899999999999996,16055.0,16126.0,,,0.5013,0.4987,0.4748,0.466,0.0057,0.023,0.0008,0.0052,jg
Jax,Karthus,24,30,2.39,2.56,,,0.45299999999999996,0.565,13916.0,24196.0,,,0.5274,0.4726,0.4894,0.522,0.0052,0.0283,0.0239,0.0393,jg
Morgana,Rammus,25,33,3.55,2.56,,,0.54,0.48100000000000004,17097.0,10446.0,,,0.562,0.43799999999999994,0.5135,0.5005,0.0793,0.0151,0.485,0.0178,jg
Rumble,Vi,68,254,2.88,2.42,,,0.527,0.473,18713.0,13857.0,,,0.4915,0.5085,0.4892,0.4944,0.1175,0.0131,0.2828,0.0008,jg
Karthus,Rumble,30,68,2.61,2.86,,,0.5660000000000001,0.52,26301.0,19356.0,,,0.5315,0.4685,0.522,0.4892,0.0283,0.1175,0.0393,0.2828,jg
Kha'Zix,Xin Zhao,121,5,2.53,2.2,,,0.493,0.478,16945.0,15848.0,,,0.4895,0.5105,0.5083,0.5188,0.0498,0.0734,0.0054,0.0173,jg
Gwen,Kayn,887,141,2.45,2.72,,,0.45899999999999996,0.504,18470.0,18655.0,,,0.4714,0.5286,0.4859,0.4961,0.0113,0.0639,0.2427,0.013000000000000001,jg
Kindred,Viego,203,234,2.32,2.35,,,0.506,0.47700000000000004,17019.0,14905.0,,,0.4961,0.5039,0.5016,0.4786,0.1107,0.0718,0.0594,0.1371,jg
Lee Sin,Shyvana,64,102,3.02,2.52,,,0.524,0.466,15071.0,18241.0,,,0.5132,0.4868,0.5123,0.4748,0.2982,0.0057,0.4717,0.0008,jg
Fiddlesticks,Shaco,9,35,2.62,2.94,,,0.488,0.519,16406.0,15444.0,,,0.5113,0.4887,0.5293,0.5114,0.0349,0.0741,0.0151,0.287,jg
Nocturne,Evelynn,56,28,2.48,3.06,,,0.49200000000000005,0.522,15411.0,20521.0,,,0.4807,0.5193,0.498,0.5243,0.0378,0.0339,0.0236,0.0203,jg
Wukong,Taliyah,62,163,2.3,2.92,,,0.483,0.531,11945.0,17167.0,,,0.4472,0.5528,0.4928,0.5241,0.0079,0.0269,0.0097,0.0032,jg
Wukong,Rammus,62,33,2.88,2.73,,,0.507,0.509,14239.0,12430.0,,,0.5242,0.4758,0.4928,0.5005,0.0079,0.0151,0.0097,0.0178,jg
Kindred,Jarvan IV,203,59,2.3,3.12,,,0.512,0.584,17664.0,11946.0,,,0.5031,0.4969,0.5016,0.5015,0.1107,0.0237,0.0594,0.0007,jg
Vi,Lee Sin,254,64,2.38,2.89,,,0.486,0.534,14019.0,14309.0,,,0.5007,0.4993,0.4944,0.5123,0.0131,0.2982,0.0008,0.4717,jg
Zac,Hecarim,154,120,3.91,2.88,,,0.54,0.521,14296.0,14675.0,,,0.5539,0.4461,0.5129,0.4491,0.0361,0.0182,0.0073,0.019,jg
Rengar,Diana,107,131,2.55,2.3,,,0.48,0.48700000000000004,16234.0,17641.0,,,0.4854,0.5146,0.4819,0.4855,0.0086,0.0876,0.0111,0.0866,jg
Vi,Nocturne,254,56,2.47,2.71,,,0.485,0.505,14397.0,15082.0,,,0.5177,0.4823,0.4944,0.498,0.0131,0.0378,0.0008,0.0236,jg
Kayn,Nunu & Willump,141,20,2.63,3.14,,,0.508,0.535,18366.0,12166.0,,,0.5073,0.4927,0.4961,0.505,0.0639,0.0373,0.013000000000000001,0.011000000000000001,jg
Diana,Ivern,131,427,2.46,3.52,,,0.5,0.479,15824.0,7539.0,,,0.5251,0.4749,0.4855,0.5256,0.0876,0.009000000000000001,0.0866,0.0018,jg
Master Yi,Graves,11,104,2.15,2.46,,,0.45299999999999996,0.47,15423.0,15013.0,,,0.5276,0.4724,0.466,0.4524,0.023,0.0537,0.0052,0.0228,jg
Ivern,Udyr,427,77,3.35,2.62,,,0.465,0.405,7204.0,8687.0,,,0.5405,0.4595,0.5256,0.4838,0.009000000000000001,0.0211,0.0018,0.0151,jg
Sejuani,Graves,113,104,3.54,2.54,,,0.512,0.504,12009.0,16589.0,,,0.5477,0.4523,0.5138,0.4524,0.0168,0.0537,0.0009,0.0228,jg
Rengar,Nunu & Willump,107,20,2.34,3.15,,,0.48200000000000004,0.528,16497.0,11597.0,,,0.4383,0.5617,0.4819,0.505,0.0086,0.0373,0.0111,0.011000000000000001,jg
Udyr,Olaf,77,2,2.92,2.48,,,0.484,0.49700000000000005,10873.0,16434.0,,,0.5092,0.4908,0.4838,0.4805,0.0211,0.0198,0.0151,0.0127,jg
Diana,Jarvan IV,131,59,2.46,3.38,,,0.505,0.611,17911.0,13055.0,,,0.5101,0.4899,0.4855,0.5015,0.0876,0.0237,0.0866,0.0007,jg
Hecarim,Jax,120,24,2.99,2.36,,,0.518,0.457,14189.0,15192.0,,,0.4828,0.5172,0.4491,0.4894,0.0182,0.0052,0.019,0.0239,jg
Nocturne,Rammus,56,33,2.61,2.95,,,0.5,0.514,14974.0,13327.0,,,0.4816,0.5184,0.498,0.5005,0.0378,0.0151,0.0236,0.0178,jg
Rumble,Diana,68,131,2.85,2.45,,,0.535,0.501,18257.0,17852.0,,,0.4805,0.5195,0.4892,0.4855,0.1175,0.0876,0.2828,0.0866,jg
Karthus,Fiddlesticks,30,9,2.67,2.81,,,0.588,0.479,27081.0,16081.0,,,0.4922,0.5078,0.522,0.5293,0.0283,0.0349,0.0393,0.0151,jg
Jax,Jarvan IV,24,59,2.29,3.12,,,0.45399999999999996,0.591,14524.0,12332.0,,,0.5253,0.4747,0.4894,0.5015,0.0052,0.0237,0.0239,0.0007,jg
Jarvan IV,Kayn,59,141,3.28,2.56,,,0.596,0.504,13704.0,17457.0,,,0.4778,0.5222,0.5015,0.4961,0.0237,0.0639,0.0007,0.013000000000000001,jg
Udyr,Gwen,77,887,2.96,2.37,,,0.491,0.47100000000000003,11796.0,16613.0,,,0.5154,0.4846,0.4838,0.4859,0.0211,0.0113,0.0151,0.2427,jg
Jax,Rek'Sai,24,421,2.1,2.78,,,0.45799999999999996,0.516,14261.0,14913.0,,,0.4673,0.5327,0.4894,0.5038,0.0052,0.0507,0.0239,0.0542,jg
Diana,Amumu,131,32,2.47,2.75,,,0.496,0.48100000000000004,17413.0,12399.0,,,0.5014,0.4986,0.4855,0.4848,0.0876,0.0063,0.0866,0.0017,jg
Trundle,Ivern,48,427,2.92,3.59,,,0.504,0.501,12424.0,8731.0,,,0.5,0.5,0.4991,0.5256,0.0085,0.009000000000000001,0.0007,0.0018,jg
Rengar,Amumu,107,32,2.31,2.86,,,0.45299999999999996,0.46299999999999997,15890.0,12455.0,,,0.4444,0.5556,0.4819,0.4848,0.0086,0.0063,0.0111,0.0017,jg
Jax,Nocturne,24,56,2.28,2.84,,,0.455,0.505,14827.0,15093.0,,,0.4992,0.5008,0.4894,0.498,0.0052,0.0378,0.0239,0.0236,jg
Amumu,Rengar,32,107,2.86,2.31,,,0.46299999999999997,0.45299999999999996,12455.0,15890.0,,,0.5556,0.4444,0.4848,0.4819,0.0063,0.0086,0.0017,0.0111,jg
Evelynn,Gwen,28,887,3.09,2.33,,,0.511,0.462,19951.0,15957.0,,,0.5224,0.4776,0.5243,0.4859,0.0339,0.0113,0.0203,0.2427,jg
Lee Sin,Volibear,64,106,2.9,2.88,,,0.545,0.499,14770.0,12883.0,,,0.4848,0.5152,0.5123,0.5031,0.2982,0.0147,0.4717,0.0476,jg
Karthus,Diana,30,131,2.61,2.47,,,0.5760000000000001,0.498,26045.0,18520.0,,,0.5108,0.4892,0.522,0.4855,0.0283,0.0876,0.0393,0.0866,jg
Ekko,Amumu,245,32,2.72,2.76,,,0.506,0.48100000000000004,17286.0,13596.0,,,0.4713,0.5287,0.494,0.4848,0.0476,0.0063,0.0128,0.0017,jg
Warwick,Kindred,19,203,2.43,2.28,,,0.494,0.518,12289.0,18677.0,,,0.4988,0.5012,0.51,0.5016,0.0223,0.1107,0.003,0.0594,jg
Rek'Sai,Amumu,421,32,2.67,2.52,,,0.504,0.496,14693.0,13008.0,,,0.5288,0.4712,0.5038,0.4848,0.0507,0.0063,0.0542,0.0017,jg
Rumble,Wukong,68,62,2.75,2.66,,,0.529,0.48700000000000004,19503.0,14455.0,,,0.4737,0.5263,0.4892,0.4928,0.1175,0.0079,0.2828,0.0097,jg
Trundle,Fiddlesticks,48,9,2.87,2.97,,,0.502,0.488,12338.0,15940.0,,,0.43799999999999994,0.562,0.4991,0.5293,0.0085,0.0349,0.0007,0.0151,jg
Viego,Diana,234,131,2.48,2.46,,,0.493,0.499,16141.0,17506.0,,,0.5064,0.4936,0.4786,0.4855,0.0718,0.0876,0.1371,0.0866,jg
Rammus,Shyvana,33,102,3.02,2.77,,,0.49,0.473,11784.0,18466.0,,,0.48100000000000004,0.519,0.5005,0.4748,0.0151,0.0057,0.0178,0.0008,jg
Zac,Rumble,154,68,3.77,2.73,,,0.529,0.535,13637.0,20059.0,,,0.5387,0.4613,0.5129,0.4892,0.0361,0.1175,0.0073,0.2828,jg
Elise,Vi,60,254,2.8,2.36,,,0.504,0.48,15118.0,13277.0,,,0.499,0.501,0.5268,0.4944,0.1231,0.0131,0.514,0.0008,jg
Graves,Morgana,104,25,2.39,3.09,,,0.467,0.499,15610.0,15063.0,,,0.4456,0.5544,0.4524,0.5135,0.0537,0.0793,0.0228,0.485,jg
Hecarim,Ivern,120,427,2.67,3.69,,,0.511,0.507,12578.0,8439.0,,,0.4775,0.5225,0.4491,0.5256,0.0182,0.009000000000000001,0.019,0.0018,jg
Rek'Sai,Xin Zhao,421,5,2.53,2.26,,,0.521,0.494,14278.0,15216.0,,,0.4808,0.5192,0.5038,0.5188,0.0507,0.0734,0.0542,0.0173,jg
Wukong,Xin Zhao,62,5,2.84,2.26,,,0.499,0.478,14040.0,15814.0,,,0.4934,0.5066,0.4928,0.5188,0.0079,0.0734,0.0097,0.0173,jg
Udyr,Shyvana,77,102,3.0,2.51,,,0.45399999999999996,0.451,10842.0,16630.0,,,0.5116,0.4884,0.4838,0.4748,0.0211,0.0057,0.0151,0.0008,jg
Volibear,Diana,106,131,3.27,2.37,,,0.508,0.503,13006.0,17518.0,,,0.5294,0.4706,0.5031,0.4855,0.0147,0.0876,0.0476,0.0866,jg
Nidalee,Vi,76,254,2.68,2.43,,,0.491,0.46299999999999997,15807.0,13490.0,,,0.4589,0.5411,0.4819,0.4944,0.10400000000000001,0.0131,0.0465,0.0008,jg
Nidalee,Hecarim,76,120,2.69,2.8,,,0.501,0.499,16317.0,13245.0,,,0.4917,0.5083,0.4819,0.4491,0.10400000000000001,0.0182,0.0465,0.019,jg
Graves,Jarvan IV,104,59,2.41,3.53,,,0.47600000000000003,0.5870000000000001,15989.0,12613.0,,,0.4437,0.5563,0.4524,0.5015,0.0537,0.0237,0.0228,0.0007,jg
Viego,Shyvana,234,102,2.32,2.76,,,0.46399999999999997,0.45399999999999996,16340.0,18298.0,,,0.4679,0.5321,0.4786,0.4748,0.0718,0.0057,0.1371,0.0008,jg
Shaco,Diana,35,131,3.13,2.24,,,0.527,0.49,15146.0,17817.0,,,0.512,0.488,0.5114,0.4855,0.0741,0.0876,0.287,0.0866,jg
Jax,Olaf,24,2,2.18,2.45,,,0.444,0.478,14826.0,16442.0,,,0.4636,0.5364,0.4894,0.4805,0.0052,0.0198,0.0239,0.0127,jg
Evelynn,Karthus,28,30,3.07,2.44,,,0.502,0.5489999999999999,20146.0,25439.0,,,0.4853,0.5147,0.5243,0.522,0.0339,0.0283,0.0203,0.0393,jg
Xin Zhao,Rengar,5,107,2.35,2.31,,,0.48700000000000004,0.48200000000000004,16487.0,15724.0,,,0.5509,0.4491,0.5188,0.4819,0.0734,0.0086,0.0173,0.0111,jg
Olaf,Jarvan IV,2,59,2.61,3.12,,,0.517,0.578,17041.0,12331.0,,,0.5203,0.4797,0.4805,0.5015,0.0198,0.0237,0.0127,0.0007,jg
Rammus,Lee Sin,33,64,2.9,2.98,,,0.517,0.544,12280.0,14595.0,,,0.5127,0.4873,0.5005,0.5123,0.0151,0.2982,0.0178,0.4717,jg
Vi,Gwen,254,887,2.74,2.41,,,0.491,0.46,14133.0,16238.0,,,0.5495,0.4505,0.4944,0.4859,0.0131,0.0113,0.0008,0.2427,jg
Graves,Amumu,104,32,2.44,2.72,,,0.473,0.462,15478.0,12397.0,,,0.4475,0.5525,0.4524,0.4848,0.0537,0.0063,0.0228,0.0017,jg
Poppy,Lillia,78,876,2.88,2.46,,,0.475,0.496,13495.0,17465.0,,,0.5376,0.4624,0.4965,0.45399999999999996,0.0305,0.0152,0.0381,0.0037,jg
Lillia,Rammus,876,33,2.83,2.68,,,0.527,0.489,19286.0,11255.0,,,0.49,0.51,0.45399999999999996,0.5005,0.0152,0.0151,0.0037,0.0178,jg
Lillia,Ivern,876,427,2.59,3.34,,,0.48,0.495,16302.0,8276.0,,,0.4861,0.5139,0.45399999999999996,0.5256,0.0152,0.009000000000000001,0.0037,0.0018,jg
Ekko,Kindred,245,203,2.62,2.39,,,0.486,0.506,15570.0,18545.0,,,0.4815,0.5185,0.494,0.5016,0.0476,0.1107,0.0128,0.0594,jg
Nidalee,Graves,76,104,2.89,2.35,,,0.49,0.462,15944.0,15018.0,,,0.5212,0.4788,0.4819,0.4524,0.10400000000000001,0.0537,0.0465,0.0228,jg
Ivern,Rammus,427,33,3.6,2.68,,,0.49200000000000005,0.461,9274.0,11571.0,,,0.5089,0.4911,0.5256,0.5005,0.009000000000000001,0.0151,0.0018,0.0178,jg
Poppy,Vi,78,254,2.94,2.46,,,0.508,0.47200000000000003,13763.0,13439.0,,,0.4849,0.5151,0.4965,0.4944,0.0305,0.0131,0.0381,0.0008,jg
Fiddlesticks,Xin Zhao,9,5,2.67,2.56,,,0.512,0.49,15120.0,15923.0,,,0.4712,0.5288,0.5293,0.5188,0.0349,0.0734,0.0151,0.0173,jg
Zac,Kha'Zix,154,121,3.67,2.51,,,0.515,0.489,13288.0,17895.0,,,0.5155,0.4845,0.5129,0.5083,0.0361,0.0498,0.0073,0.0054,jg
Poppy,Olaf,78,2,2.74,2.61,,,0.504,0.5,14162.0,17315.0,,,0.4888,0.5112,0.4965,0.4805,0.0305,0.0198,0.0381,0.0127,jg
Kayn,Shaco,141,35,2.25,2.99,,,0.486,0.514,18141.0,16044.0,,,0.4958,0.5042,0.4961,0.5114,0.0639,0.0741,0.013000000000000001,0.287,jg
Shaco,Kha'Zix,35,121,2.91,2.23,,,0.511,0.46399999999999997,15355.0,16586.0,,,0.5247,0.4753,0.5114,0.5083,0.0741,0.0498,0.287,0.0054,jg
Viego,Lillia,234,876,2.41,2.53,,,0.47,0.484,16024.0,16814.0,,,0.5429999999999999,0.457,0.4786,0.45399999999999996,0.0718,0.0152,0.1371,0.0037,jg
Diana,Xin Zhao,131,5,2.24,2.65,,,0.504,0.508,16896.0,16662.0,,,0.4524,0.5476,0.4855,0.5188,0.0876,0.0734,0.0866,0.0173,jg
Rek'Sai,Kha'Zix,421,121,2.42,2.55,,,0.507,0.493,14247.0,16639.0,,,0.4874,0.5126,0.5038,0.5083,0.0507,0.0498,0.0542,0.0054,jg
Hecarim,Kayn,120,141,2.93,2.55,,,0.515,0.498,15067.0,17890.0,,,0.46399999999999997,0.536,0.4491,0.4961,0.0182,0.0639,0.019,0.013000000000000001,jg
Udyr,Shaco,77,35,2.69,3.1,,,0.46,0.521,10633.0,14731.0,,,0.4761,0.5239,0.4838,0.5114,0.0211,0.0741,0.0151,0.287,jg
Kayn,Gragas,141,79,2.52,2.91,,,0.49200000000000005,0.479,17625.0,16656.0,,,0.5276,0.4724,0.4961,0.5147,0.0639,0.0191,0.013000000000000001,0.0032,jg
Taliyah,Kayn,163,141,2.7,2.32,,,0.524,0.49200000000000005,18782.0,17025.0,,,0.5049,0.4951,0.5241,0.4961,0.0269,0.0639,0.0032,0.013000000000000001,jg
Karthus,Morgana,30,25,2.49,3.1,,,0.55,0.509,24636.0,15927.0,,,0.4908,0.5092,0.522,0.5135,0.0283,0.0793,0.0393,0.485,jg
Zac,Xin Zhao,154,5,3.66,2.38,,,0.539,0.5,13470.0,17183.0,,,0.5044,0.4956,0.5129,0.5188,0.0361,0.0734,0.0073,0.0173,jg
Trundle,Kindred,48,203,2.68,2.38,,,0.48100000000000004,0.503,11139.0,18481.0,,,0.4681,0.5319,0.4991,0.5016,0.0085,0.1107,0.0007,0.0594,jg
Elise,Nocturne,60,56,2.63,2.59,,,0.5,0.502,15001.0,14478.0,,,0.5057,0.4943,0.5268,0.498,0.1231,0.0378,0.514,0.0236,jg
Nocturne,Ivern,56,427,2.66,3.28,,,0.473,0.499,13464.0,8085.0,,,0.5243,0.4757,0.498,0.5256,0.0378,0.009000000000000001,0.0236,0.0018,jg
Warwick,Master Yi,19,11,2.83,1.91,,,0.501,0.47100000000000003,13479.0,16042.0,,,0.5702,0.4298,0.51,0.466,0.0223,0.023,0.003,0.0052,jg
Zac,Gwen,154,887,3.78,2.54,,,0.523,0.491,13438.0,18461.0,,,0.5377,0.4623,0.5129,0.4859,0.0361,0.0113,0.0073,0.2427,jg
Rammus,Rumble,33,68,2.88,2.88,,,0.5,0.537,11481.0,19704.0,,,0.5158,0.4842,0.5005,0.4892,0.0151,0.1175,0.0178,0.2828,jg
Lee Sin,Ekko,64,245,2.92,2.67,,,0.531,0.509,15748.0,17178.0,,,0.5038,0.4962,0.5123,0.494,0.2982,0.0476,0.4717,0.0128,jg
Taliyah,Gwen,163,887,2.93,2.57,,,0.542,0.469,18771.0,15774.0,,,0.4929,0.5071,0.5241,0.4859,0.0269,0.0113,0.0032,0.2427,jg
Jarvan IV,Viego,59,234,3.31,2.42,,,0.5870000000000001,0.495,12574.0,16381.0,,,0.4969,0.5031,0.5015,0.4786,0.0237,0.0718,0.0007,0.1371,jg
Gwen,Lee Sin,887,64,2.42,3.03,,,0.475,0.534,17253.0,15116.0,,,0.5046,0.4954,0.4859,0.5123,0.0113,0.2982,0.2427,0.4717,jg
Warwick,Viego,19,234,2.65,2.15,,,0.51,0.48200000000000004,13339.0,15920.0,,,0.5381,0.4619,0.51,0.4786,0.0223,0.0718,0.003,0.1371,jg
Hecarim,Kha'Zix,120,121,2.58,2.69,,,0.505,0.489,13083.0,17609.0,,,0.4355,0.5645,0.4491,0.5083,0.0182,0.0498,0.019,0.0054,jg
Viego,Shaco,234,35,2.06,3.16,,,0.46399999999999997,0.523,15499.0,15366.0,,,0.4678,0.5322,0.4786,0.5114,0.0718,0.0741,0.1371,0.287,jg
Fiddlesticks,Lee Sin,9,64,2.83,2.94,,,0.513,0.539,16174.0,14722.0,,,0.5182,0.4818,0.5293,0.5123,0.0349,0.2982,0.0151,0.4717,jg
Rammus,Olaf,33,2,2.79,2.69,,,0.517,0.499,12192.0,17216.0,,,0.4842,0.5158,0.5005,0.4805,0.0151,0.0198,0.0178,0.0127,jg
Rammus,Wukong,33,62,2.73,2.88,,,0.509,0.507,12430.0,14239.0,,,0.4758,0.5242,0.5005,0.4928,0.0151,0.0079,0.0178,0.0097,jg
Trundle,Diana,48,131,3.23,2.32,,,0.514,0.491,13133.0,17678.0,,,0.5242,0.4758,0.4991,0.4855,0.0085,0.0876,0.0007,0.0866,jg
Viego,Vi,234,254,2.44,2.4,,,0.489,0.47,16003.0,13816.0,,,0.5116,0.4884,0.4786,0.4944,0.0718,0.0131,0.1371,0.0008,jg
Udyr,Volibear,77,106,2.78,2.86,,,0.46399999999999997,0.488,10392.0,12654.0,,,0.4686,0.5314,0.4838,0.5031,0.0211,0.0147,0.0151,0.0476,jg
Amumu,Lee Sin,32,64,2.48,2.98,,,0.478,0.534,13039.0,15378.0,,,0.4916,0.5084,0.4848,0.5123,0.0063,0.2982,0.0017,0.4717,jg
Jarvan IV,Nidalee,59,76,3.3,2.62,,,0.588,0.502,12751.0,16372.0,,,0.5373,0.4627,0.5015,0.4819,0.0237,0.10400000000000001,0.0007,0.0465,jg
Zac,Volibear,154,106,3.8,2.89,,,0.542,0.501,13772.0,13535.0,,,0.5275,0.4725,0.5129,0.5031,0.0361,0.0147,0.0073,0.0476,jg
Ekko,Rammus,245,33,3.03,2.93,,,0.529,0.513,18084.0,12736.0,,,0.4786,0.5214,0.494,0.5005,0.0476,0.0151,0.0128,0.0178,jg
Nidalee,Lee Sin,76,64,2.58,2.92,,,0.503,0.529,16349.0,14623.0,,,0.4584,0.5416,0.4819,0.5123,0.10400000000000001,0.2982,0.0465,0.4717,jg
Udyr,Amumu,77,32,2.6,2.75,,,0.462,0.491,10904.0,13304.0,,,0.4333,0.5667,0.4838,0.4848,0.0211,0.0063,0.0151,0.0017,jg
Lee Sin,Xin Zhao,64,5,2.83,2.34,,,0.541,0.501,14427.0,16516.0,,,0.4853,0.5147,0.5123,0.5188,0.2982,0.0734,0.4717,0.0173,jg
Kayn,Ivern,141,427,2.2,3.56,,,0.485,0.49,15235.0,8199.0,,,0.4854,0.5146,0.4961,0.5256,0.0639,0.009000000000000001,0.013000000000000001,0.0018,jg
Shyvana,Xin Zhao,102,5,2.55,2.58,,,0.462,0.484,17128.0,17086.0,,,0.4514,0.5486,0.4748,0.5188,0.0057,0.0734,0.0008,0.0173,jg
Graves,Ivern,104,427,2.29,3.75,,,0.46799999999999997,0.455,13871.0,6981.0,,,0.4419,0.5581,0.4524,0.5256,0.0537,0.009000000000000001,0.0228,0.0018,jg
Elise,Shaco,60,35,2.38,2.94,,,0.479,0.529,14698.0,15023.0,,,0.4822,0.5178,0.5268,0.5114,0.1231,0.0741,0.514,0.287,jg
Gragas,Ekko,79,245,2.97,2.87,,,0.48700000000000004,0.515,16477.0,17808.0,,,0.4993,0.5007,0.5147,0.494,0.0191,0.0476,0.0032,0.0128,jg
Amumu,Gwen,32,887,2.68,2.44,,,0.44799999999999995,0.45299999999999996,12939.0,16734.0,,,0.4908,0.5092,0.4848,0.4859,0.0063,0.0113,0.0017,0.2427,jg
Wukong,Nunu & Willump,62,20,2.62,3.12,,,0.495,0.527,14661.0,11296.0,,,0.4632,0.5368,0.4928,0.505,0.0079,0.0373,0.0097,0.011000000000000001,jg
Ivern,Shaco,427,35,3.11,2.8,,,0.45,0.516,7597.0,13383.0,,,0.5051,0.4949,0.5256,0.5114,0.009000000000000001,0.0741,0.0018,0.287,jg
Ekko,Rumble,245,68,3.02,2.61,,,0.51,0.517,17653.0,18931.0,,,0.5456,0.4544,0.494,0.4892,0.0476,0.1175,0.0128,0.2828,jg
Taliyah,Nidalee,163,76,2.74,2.69,,,0.531,0.498,18033.0,15948.0,,,0.5275,0.4725,0.5241,0.4819,0.0269,0.10400000000000001,0.0032,0.0465,jg
Diana,Trundle,131,48,2.32,3.23,,,0.491,0.514,17678.0,13133.0,,,0.4758,0.5242,0.4855,0.4991,0.0876,0.0085,0.0866,0.0007,jg
Elise,Graves,60,104,2.84,2.29,,,0.483,0.473,14687.0,14856.0,,,0.5659,0.4341,0.5268,0.4524,0.1231,0.0537,0.514,0.0228,jg
Gragas,Jax,79,24,3.1,2.15,,,0.494,0.436,14999.0,13716.0,,,0.479,0.521,0.5147,0.4894,0.0191,0.0052,0.0032,0.0239,jg
Udyr,Master Yi,77,11,3.12,1.94,,,0.46799999999999997,0.455,11060.0,14906.0,,,0.5505,0.4495,0.4838,0.466,0.0211,0.023,0.0151,0.0052,jg
Rek'Sai,Rengar,421,107,2.51,2.26,,,0.519,0.483,14631.0,14048.0,,,0.5234,0.4766,0.5038,0.4819,0.0507,0.0086,0.0542,0.0111,jg
Zac,Rek'Sai,154,421,3.7,2.71,,,0.539,0.524,13422.0,15792.0,,,0.5363,0.4637,0.5129,0.5038,0.0361,0.0507,0.0073,0.0542,jg
Gragas,Kha'Zix,79,121,2.87,2.48,,,0.473,0.47700000000000004,14729.0,16437.0,,,0.5298,0.4702,0.5147,0.5083,0.0191,0.0498,0.0032,0.0054,jg
Nunu & Willump,Trundle,20,48,2.81,3.2,,,0.521,0.49700000000000005,11110.0,12799.0,,,0.4655,0.5345,0.505,0.4991,0.0373,0.0085,0.011000000000000001,0.0007,jg
Shyvana,Sejuani,102,113,2.6,4.0,,,0.48,0.541,20649.0,13950.0,,,0.4231,0.5769,0.4748,0.5138,0.0057,0.0168,0.0008,0.0009,jg
Poppy,Evelynn,78,28,2.79,2.93,,,0.484,0.513,13836.0,19025.0,,,0.4969,0.5031,0.4965,0.5243,0.0305,0.0339,0.0381,0.0203,jg
