champ_name,counter_name,championId,counterId,champ_kda,counter_kda,champ_lane kill rate,counter_lane kill rate,champ_kill participation,counter_kill participation,champ_dmgtochamp,counter_dmgtochamp,champ_first tower kill,counter_first tower kill,champ_win ratio,counter_win ratio,champ_position win rate,counter_position win rate,champ_position pick rate,counter_position pick rate,champ_ban rate,counter_ban rate,position
Rumble,Volibear,68,106,2.76,2.97,,,0.5329999999999999,0.485,19269.0,12567.0,,,0.4828,0.5172,0.4892,0.5031,0.1175,0.0147,0.2828,0.0476,jg
Fiddlesticks,Kha'Zix,9,121,2.81,2.44,,,0.498,0.474,15784.0,16644.0,,,0.5235,0.4765,0.5293,0.5083,0.0349,0.0498,0.0151,0.0054,jg
Hecarim,Nunu & Willump,120,20,2.8,3.28,,,0.515,0.542,13859.0,11745.0,,,0.4454,0.5546,0.4491,0.505,0.0182,0.0373,0.019,0.011000000000000001,jg
Morgana,Kayn,25,141,3.15,2.27,,,0.51,0.486,16471.0,17468.0,,,0.5287,0.4713,0.5135,0.4961,0.0793,0.0639,0.485,0.013000000000000001,jg
Shyvana,Volibear,102,106,2.44,3.37,,,0.473,0.479,18615.0,12952.0,,,0.4298,0.5702,0.4748,0.5031,0.0057,0.0147,0.0008,0.0476,jg
Hecarim,Nocturne,120,56,2.72,2.8,,,0.514,0.502,14057.0,15916.0,,,0.4369,0.5631,0.4491,0.498,0.0182,0.0378,0.019,0.0236,jg
Sejuani,Master Yi,113,11,3.34,2.17,,,0.516,0.486,11982.0,16784.0,,,0.5128,0.4872,0.5138,0.466,0.0168,0.023,0.0009,0.0052,jg
Taliyah,Gragas,163,79,3.03,2.68,,,0.546,0.48700000000000004,20234.0,15043.0,,,0.5228,0.4772,0.5241,0.5147,0.0269,0.0191,0.0032,0.0032,jg
Rengar,Elise,107,60,2.2,2.72,,,0.483,0.509,15643.0,15503.0,,,0.4453,0.5547,0.4819,0.5268,0.0086,0.1231,0.0111,0.514,jg
Evelynn,Jarvan IV,28,59,3.05,3.22,,,0.518,0.609,20545.0,13619.0,,,0.5317,0.4683,0.5243,0.5015,0.0339,0.0237,0.0203,0.0007,jg
Kayn,Morgana,141,25,2.27,3.15,,,0.486,0.51,17468.0,16471.0,,,0.4713,0.5287,0.4961,0.5135,0.0639,0.0793,0.013000000000000001,0.485,jg
Rumble,Amumu,68,32,2.8,2.54,,,0.523,0.47200000000000003,19308.0,12886.0,,,0.4939,0.5061,0.4892,0.4848,0.1175,0.0063,0.2828,0.0017,jg
Shyvana,Olaf,102,2,3.11,2.22,,,0.479,0.48200000000000004,19091.0,16911.0,,,0.609,0.391,0.4748,0.4805,0.0057,0.0198,0.0008,0.0127,jg
Gwen,Volibear,887,106,2.55,2.95,,,0.486,0.504,18578.0,13122.0,,,0.4815,0.5185,0.4859,0.5031,0.0113,0.0147,0.2427,0.0476,jg
Shaco,Udyr,35,77,3.1,2.69,,,0.521,0.46,14731.0,10633.0,,,0.5239,0.4761,0.5114,0.4838,0.0741,0.0211,0.287,0.0151,jg
Elise,Lee Sin,60,64,2.76,2.69,,,0.51,0.534,15423.0,13793.0,,,0.5244,0.4756,0.5268,0.5123,0.1231,0.2982,0.514,0.4717,jg
Kindred,Trundle,203,48,2.38,2.68,,,0.503,0.48100000000000004,18481.0,11139.0,,,0.5319,0.4681,0.5016,0.4991,0.1107,0.0085,0.0594,0.0007,jg
Karthus,Nunu & Willump,30,20,2.61,3.31,,,0.57,0.54,26649.0,11677.0,,,0.4815,0.5185,0.522,0.505,0.0283,0.0373,0.0393,0.011000000000000001,jg
Volibear,Nocturne,106,56,2.96,2.64,,,0.491,0.508,13166.0,15217.0,,,0.5133,0.4867,0.5031,0.498,0.0147,0.0378,0.0476,0.0236,jg
Kha'Zix,Rek'Sai,121,421,2.55,2.42,,,0.493,0.507,16639.0,14247.0,,,0.5126,0.4874,0.5083,0.5038,0.0498,0.0507,0.0054,0.0542,jg
Lillia,Nidalee,876,76,2.47,2.83,,,0.48,0.496,16449.0,16816.0,,,0.4801,0.5199,0.45399999999999996,0.4819,0.0152,0.10400000000000001,0.0037,0.0465,jg
Shaco,Evelynn,35,28,2.89,2.67,,,0.514,0.505,15804.0,20452.0,,,0.5033,0.4967,0.5114,0.5243,0.0741,0.0339,0.287,0.0203,jg
Ivern,Gwen,427,887,3.31,2.49,,,0.512,0.462,7588.0,13746.0,,,0.5152,0.4848,0.5256,0.4859,0.009000000000000001,0.0113,0.0018,0.2427,jg
Xin Zhao,Rumble,5,68,2.43,2.58,,,0.48700000000000004,0.528,16284.0,18000.0,,,0.5522,0.4478,0.5188,0.4892,0.0734,0.1175,0.0173,0.2828,jg
Rumble,Shaco,68,35,2.58,2.92,,,0.509,0.516,18566.0,15130.0,,,0.4804,0.5196,0.4892,0.5114,0.1175,0.0741,0.2828,0.287,jg
Kha'Zix,Kindred,121,203,2.58,2.06,,,0.483,0.488,16647.0,16153.0,,,0.5165,0.4835,0.5083,0.5016,0.0498,0.1107,0.0054,0.0594,jg
Volibear,Trundle,106,48,2.75,3.13,,,0.48,0.522,13120.0,12992.0,,,0.4405,0.5595,0.5031,0.4991,0.0147,0.0085,0.0476,0.0007,jg
Nidalee,Diana,76,131,2.71,2.52,,,0.498,0.494,15648.0,17309.0,,,0.4478,0.5522,0.4819,0.4855,0.10400000000000001,0.0876,0.0465,0.0866,jg
Shaco,Nunu & Willump,35,20,3.06,2.97,,,0.528,0.521,15425.0,11436.0,,,0.491,0.509,0.5114,0.505,0.0741,0.0373,0.287,0.011000000000000001,jg
Gragas,Xin Zhao,79,5,2.91,2.38,,,0.501,0.494,15230.0,16564.0,,,0.4868,0.5132,0.5147,0.5188,0.0191,0.0734,0.0032,0.0173,jg
Viego,Jax,234,24,2.26,2.33,,,0.46299999999999997,0.44799999999999995,14813.0,14101.0,,,0.5114,0.4886,0.4786,0.4894,0.0718,0.0052,0.1371,0.0239,jg
Poppy,Jarvan IV,78,59,2.82,3.09,,,0.509,0.596,14138.0,12323.0,,,0.5056,0.4944,0.4965,0.5015,0.0305,0.0237,0.0381,0.0007,jg
Diana,Rumble,131,68,2.45,2.85,,,0.501,0.535,17852.0,18257.0,,,0.5195,0.4805,0.4855,0.4892,0.0876,0.1175,0.0866,0.2828,jg
Evelynn,Volibear,28,106,2.98,3.02,,,0.518,0.478,19499.0,12844.0,,,0.5023,0.4977,0.5243,0.5031,0.0339,0.0147,0.0203,0.0476,jg
Volibear,Karthus,106,30,3.24,2.4,,,0.466,0.557,12459.0,24879.0,,,0.5303,0.4697,0.5031,0.522,0.0147,0.0283,0.0476,0.0393,jg
Volibear,Xin Zhao,106,5,2.79,2.39,,,0.503,0.493,12603.0,16190.0,,,0.4606,0.5394,0.5031,0.5188,0.0147,0.0734,0.0476,0.0173,jg
Volibear,Poppy,106,78,2.98,2.8,,,0.491,0.506,13095.0,14106.0,,,0.5087,0.4913,0.5031,0.4965,0.0147,0.0305,0.0476,0.0381,jg
Morgana,Rek'Sai,25,421,3.14,2.53,,,0.53,0.513,15621.0,14413.0,,,0.5382,0.4618,0.5135,0.5038,0.0793,0.0507,0.485,0.0542,jg
Olaf,Nunu & Willump,2,20,2.49,3.21,,,0.483,0.541,16731.0,11291.0,,,0.493,0.507,0.4805,0.505,0.0198,0.0373,0.0127,0.011000000000000001,jg
Poppy,Kha'Zix,78,121,2.69,2.44,,,0.491,0.475,13520.0,16429.0,,,0.4927,0.5073,0.4965,0.5083,0.0305,0.0498,0.0381,0.0054,jg
Lee Sin,Olaf,64,2,3.04,2.36,,,0.547,0.498,15161.0,16635.0,,,0.5217,0.4783,0.5123,0.4805,0.2982,0.0198,0.4717,0.0127,jg
Fiddlesticks,Olaf,9,2,2.83,2.62,,,0.506,0.5,15411.0,16676.0,,,0.5169,0.4831,0.5293,0.4805,0.0349,0.0198,0.0151,0.0127,jg
Rengar,Rek'Sai,107,421,2.26,2.51,,,0.483,0.519,14048.0,14631.0,,,0.4766,0.5234,0.4819,0.5038,0.0086,0.0507,0.0111,0.0542,jg
Ivern,Nidalee,427,76,3.22,3.01,,,0.47200000000000003,0.508,7682.0,15731.0,,,0.4979,0.5021,0.5256,0.4819,0.009000000000000001,0.10400000000000001,0.0018,0.0465,jg
Lee Sin,Sejuani,64,113,2.87,3.32,,,0.5479999999999999,0.54,14983.0,13098.0,,,0.4813,0.5187,0.5123,0.5138,0.2982,0.0168,0.4717,0.0009,jg
Fiddlesticks,Nocturne,9,56,2.78,2.75,,,0.506,0.504,16247.0,15011.0,,,0.4984,0.5016,0.5293,0.498,0.0349,0.0378,0.0151,0.0236,jg
Nunu & Willump,Olaf,20,2,3.21,2.49,,,0.541,0.483,11291.0,16731.0,,,0.507,0.493,0.505,0.4805,0.0373,0.0198,0.011000000000000001,0.0127,jg
Elise,Gwen,60,887,2.95,2.27,,,0.51,0.473,15876.0,15463.0,,,0.5502,0.4498,0.5268,0.4859,0.1231,0.0113,0.514,0.2427,jg
Sejuani,Lillia,113,876,3.38,2.86,,,0.52,0.523,12287.0,19478.0,,,0.5137,0.4863,0.5138,0.45399999999999996,0.0168,0.0152,0.0009,0.0037,jg
Zac,Graves,154,104,3.69,2.53,,,0.508,0.486,12401.0,17073.0,,,0.5424,0.4576,0.5129,0.4524,0.0361,0.0537,0.0073,0.0228,jg
Trundle,Graves,48,104,2.91,2.56,,,0.486,0.478,11346.0,16251.0,,,0.5206,0.4794,0.4991,0.4524,0.0085,0.0537,0.0007,0.0228,jg
Shaco,Shyvana,35,102,3.1,2.43,,,0.502,0.44799999999999995,15160.0,17716.0,,,0.5146,0.4854,0.5114,0.4748,0.0741,0.0057,0.287,0.0008,jg
Zac,Elise,154,60,3.48,2.75,,,0.526,0.507,13276.0,15984.0,,,0.4985,0.5015,0.5129,0.5268,0.0361,0.1231,0.0073,0.514,jg
Fiddlesticks,Hecarim,9,120,2.95,2.94,,,0.505,0.516,15887.0,13187.0,,,0.5412,0.4588,0.5293,0.4491,0.0349,0.0182,0.0151,0.019,jg
Lillia,Karthus,876,30,2.59,2.65,,,0.47100000000000003,0.5479999999999999,17304.0,26383.0,,,0.4388,0.5612,0.45399999999999996,0.522,0.0152,0.0283,0.0037,0.0393,jg
Fiddlesticks,Rengar,9,107,2.92,2.35,,,0.498,0.475,15347.0,15959.0,,,0.5495,0.4505,0.5293,0.4819,0.0349,0.0086,0.0151,0.0111,jg
Gwen,Lee Sin,887,64,2.42,3.03,,,0.475,0.534,17253.0,15116.0,,,0.5046,0.4954,0.4859,0.5123,0.0113,0.2982,0.2427,0.4717,jg
Trundle,Rek'Sai,48,421,2.94,2.8,,,0.524,0.511,12137.0,14986.0,,,0.4722,0.5278,0.4991,0.5038,0.0085,0.0507,0.0007,0.0542,jg
Nunu & Willump,Kha'Zix,20,121,2.91,2.68,,,0.528,0.496,11099.0,17747.0,,,0.5037,0.4963,0.505,0.5083,0.0373,0.0498,0.011000000000000001,0.0054,jg
Lee Sin,Rek'Sai,64,421,2.78,2.56,,,0.536,0.525,13830.0,14685.0,,,0.5066,0.4934,0.5123,0.5038,0.2982,0.0507,0.4717,0.0542,jg
Evelynn,Rek'Sai,28,421,2.67,2.72,,,0.512,0.503,18265.0,14882.0,,,0.4866,0.5134,0.5243,0.5038,0.0339,0.0507,0.0203,0.0542,jg
Jax,Graves,24,104,2.35,2.4,,,0.42200000000000004,0.461,13215.0,15059.0,,,0.5688,0.4312,0.4894,0.4524,0.0052,0.0537,0.0239,0.0228,jg
Lee Sin,Nocturne,64,56,2.82,2.64,,,0.5329999999999999,0.506,14728.0,15123.0,,,0.4946,0.5054,0.5123,0.498,0.2982,0.0378,0.4717,0.0236,jg
Nocturne,Olaf,56,2,2.74,2.39,,,0.507,0.48100000000000004,15638.0,17024.0,,,0.5132,0.4868,0.498,0.4805,0.0378,0.0198,0.0236,0.0127,jg
Volibear,Viego,106,234,2.94,2.27,,,0.49,0.483,12608.0,16080.0,,,0.5212,0.4788,0.5031,0.4786,0.0147,0.0718,0.0476,0.1371,jg
Nunu & Willump,Nidalee,20,76,3.0,2.9,,,0.522,0.51,10906.0,16883.0,,,0.5246,0.4754,0.505,0.4819,0.0373,0.10400000000000001,0.011000000000000001,0.0465,jg
Xin Zhao,Viego,5,234,2.4,2.31,,,0.491,0.49200000000000005,15931.0,15577.0,,,0.5166,0.4834,0.5188,0.4786,0.0734,0.0718,0.0173,0.1371,jg
Lee Sin,Rumble,64,68,2.95,2.6,,,0.535,0.53,14886.0,18728.0,,,0.5312,0.4688,0.5123,0.4892,0.2982,0.1175,0.4717,0.2828,jg
Udyr,Zac,77,154,2.78,4.04,,,0.479,0.5379999999999999,11940.0,13952.0,,,0.4584,0.5416,0.4838,0.5129,0.0211,0.0361,0.0151,0.0073,jg
Kayn,Warwick,141,19,2.46,2.58,,,0.504,0.506,17843.0,14588.0,,,0.5014,0.4986,0.4961,0.51,0.0639,0.0223,0.013000000000000001,0.003,jg
Viego,Morgana,234,25,2.27,3.09,,,0.47100000000000003,0.511,15234.0,15866.0,,,0.4735,0.5265,0.4786,0.5135,0.0718,0.0793,0.1371,0.485,jg
Jax,Poppy,24,78,2.21,2.99,,,0.42700000000000005,0.496,13245.0,14158.0,,,0.4533,0.5467,0.4894,0.4965,0.0052,0.0305,0.0239,0.0381,jg
Gragas,Gwen,79,887,3.31,2.3,,,0.48100000000000004,0.47700000000000004,14686.0,16106.0,,,0.5733,0.4267,0.5147,0.4859,0.0191,0.0113,0.0032,0.2427,jg
Karthus,Amumu,30,32,2.62,2.47,,,0.551,0.43,25558.0,11774.0,,,0.4979,0.5021,0.522,0.4848,0.0283,0.0063,0.0393,0.0017,jg
Fiddlesticks,Shyvana,9,102,2.7,2.74,,,0.488,0.455,16493.0,18553.0,,,0.4738,0.5262,0.5293,0.4748,0.0349,0.0057,0.0151,0.0008,jg
Rumble,Sejuani,68,113,2.67,3.62,,,0.536,0.529,19250.0,12665.0,,,0.4624,0.5376,0.4892,0.5138,0.1175,0.0168,0.2828,0.0009,jg
Udyr,Diana,77,131,3.14,2.35,,,0.48100000000000004,0.498,10853.0,16871.0,,,0.514,0.486,0.4838,0.4855,0.0211,0.0876,0.0151,0.0866,jg
Warwick,Gragas,19,79,2.74,2.79,,,0.519,0.49700000000000005,13299.0,15510.0,,,0.5552,0.4448,0.51,0.5147,0.0223,0.0191,0.003,0.0032,jg
Ekko,Nunu & Willump,245,20,2.98,3.16,,,0.518,0.535,17956.0,11798.0,,,0.4985,0.5015,0.494,0.505,0.0476,0.0373,0.0128,0.011000000000000001,jg
Gwen,Jarvan IV,887,59,2.71,3.15,,,0.48,0.5760000000000001,18388.0,13385.0,,,0.5625,0.4375,0.4859,0.5015,0.0113,0.0237,0.2427,0.0007,jg
Sejuani,Fiddlesticks,113,9,3.59,2.83,,,0.542,0.512,13108.0,17026.0,,,0.4848,0.5152,0.5138,0.5293,0.0168,0.0349,0.0009,0.0151,jg
Xin Zhao,Elise,5,60,2.2,2.73,,,0.485,0.507,15191.0,14874.0,,,0.4872,0.5128,0.5188,0.5268,0.0734,0.1231,0.0173,0.514,jg
Jarvan IV,Trundle,59,48,3.42,2.84,,,0.601,0.537,13538.0,13179.0,,,0.5076,0.4924,0.5015,0.4991,0.0237,0.0085,0.0007,0.0007,jg
Rumble,Karthus,68,30,2.86,2.61,,,0.52,0.5660000000000001,19356.0,26301.0,,,0.4685,0.5315,0.4892,0.522,0.1175,0.0283,0.2828,0.0393,jg
Poppy,Rek'Sai,78,421,2.82,2.48,,,0.5,0.515,13327.0,14308.0,,,0.5357,0.4643,0.4965,0.5038,0.0305,0.0507,0.0381,0.0542,jg
Jax,Morgana,24,25,2.13,3.21,,,0.43,0.52,13187.0,15794.0,,,0.4838,0.5162,0.4894,0.5135,0.0052,0.0793,0.0239,0.485,jg
Udyr,Viego,77,234,3.0,2.23,,,0.47600000000000003,0.474,10913.0,14869.0,,,0.5153,0.4847,0.4838,0.4786,0.0211,0.0718,0.0151,0.1371,jg
Jax,Xin Zhao,24,5,2.43,2.27,,,0.452,0.486,14307.0,15122.0,,,0.5108,0.4892,0.4894,0.5188,0.0052,0.0734,0.0239,0.0173,jg
Graves,Shaco,104,35,2.28,2.93,,,0.465,0.499,15924.0,14167.0,,,0.4587,0.5413,0.4524,0.5114,0.0537,0.0741,0.0228,0.287,jg
Volibear,Wukong,106,62,2.68,3.13,,,0.48100000000000004,0.522,13378.0,17184.0,,,0.5125,0.4875,0.5031,0.4928,0.0147,0.0079,0.0476,0.0097,jg
Rek'Sai,Viego,421,234,2.76,2.15,,,0.515,0.48200000000000004,14816.0,14529.0,,,0.5245,0.4755,0.5038,0.4786,0.0507,0.0718,0.0542,0.1371,jg
Rengar,Lillia,107,876,2.33,2.45,,,0.45899999999999996,0.439,15722.0,15010.0,,,0.4655,0.5345,0.4819,0.45399999999999996,0.0086,0.0152,0.0111,0.0037,jg
Rek'Sai,Nunu & Willump,421,20,2.72,2.96,,,0.523,0.536,15055.0,10642.0,,,0.4979,0.5021,0.5038,0.505,0.0507,0.0373,0.0542,0.011000000000000001,jg
Diana,Kayn,131,141,2.47,2.62,,,0.491,0.504,18417.0,17246.0,,,0.4924,0.5076,0.4855,0.4961,0.0876,0.0639,0.0866,0.013000000000000001,jg
Gragas,Olaf,79,2,2.76,2.72,,,0.509,0.48700000000000004,15309.0,17105.0,,,0.4664,0.5336,0.5147,0.4805,0.0191,0.0198,0.0032,0.0127,jg
Olaf,Ivern,2,427,2.19,4.53,,,0.48100000000000004,0.545,13754.0,7860.0,,,0.4804,0.5196,0.4805,0.5256,0.0198,0.009000000000000001,0.0127,0.0018,jg
Rammus,Kindred,33,203,2.82,2.31,,,0.501,0.513,11895.0,17871.0,,,0.5068,0.4932,0.5005,0.5016,0.0151,0.1107,0.0178,0.0594,jg
Evelynn,Rumble,28,68,3.15,2.5,,,0.521,0.51,20811.0,18374.0,,,0.5509,0.4491,0.5243,0.4892,0.0339,0.1175,0.0203,0.2828,jg
Zac,Rammus,154,33,4.22,2.76,,,0.5479999999999999,0.519,14416.0,12505.0,,,0.561,0.439,0.5129,0.5005,0.0361,0.0151,0.0073,0.0178,jg
Shaco,Nidalee,35,76,2.9,2.44,,,0.511,0.483,15075.0,16116.0,,,0.5473,0.4527,0.5114,0.4819,0.0741,0.10400000000000001,0.287,0.0465,jg
Shyvana,Warwick,102,19,2.43,2.74,,,0.475,0.498,18103.0,13270.0,,,0.4274,0.5726,0.4748,0.51,0.0057,0.0223,0.0008,0.003,jg
Jax,Evelynn,24,28,2.23,3.28,,,0.43799999999999994,0.513,14008.0,19652.0,,,0.4552,0.5448,0.4894,0.5243,0.0052,0.0339,0.0239,0.0203,jg
Volibear,Shyvana,106,102,3.37,2.44,,,0.479,0.473,12952.0,18615.0,,,0.5702,0.4298,0.5031,0.4748,0.0147,0.0057,0.0476,0.0008,jg
Ivern,Elise,427,60,3.49,2.61,,,0.496,0.494,7702.0,13408.0,,,0.4983,0.5017,0.5256,0.5268,0.009000000000000001,0.1231,0.0018,0.514,jg
Wukong,Jax,62,24,2.96,2.45,,,0.475,0.423,13061.0,13978.0,,,0.5444,0.4556,0.4928,0.4894,0.0079,0.0052,0.0097,0.0239,jg
Sejuani,Rumble,113,68,3.62,2.67,,,0.529,0.536,12665.0,19250.0,,,0.5376,0.4624,0.5138,0.4892,0.0168,0.1175,0.0009,0.2828,jg
Wukong,Udyr,62,77,3.06,2.58,,,0.489,0.49700000000000005,15251.0,11952.0,,,0.6181,0.3819,0.4928,0.4838,0.0079,0.0211,0.0097,0.0151,jg
Kayn,Viego,141,234,2.5,2.37,,,0.493,0.47700000000000004,17215.0,17102.0,,,0.5083,0.4917,0.4961,0.4786,0.0639,0.0718,0.013000000000000001,0.1371,jg
Karthus,Jarvan IV,30,59,2.6,3.05,,,0.5670000000000001,0.584,25943.0,12450.0,,,0.5381,0.4619,0.522,0.5015,0.0283,0.0237,0.0393,0.0007,jg
Graves,Karthus,104,30,2.48,2.54,,,0.474,0.54,16053.0,24664.0,,,0.4547,0.5453,0.4524,0.522,0.0537,0.0283,0.0228,0.0393,jg
Ekko,Kayn,245,141,2.88,2.46,,,0.501,0.491,18151.0,18510.0,,,0.4917,0.5083,0.494,0.4961,0.0476,0.0639,0.0128,0.013000000000000001,jg
Diana,Graves,131,104,2.53,2.51,,,0.484,0.48100000000000004,16993.0,15459.0,,,0.557,0.44299999999999995,0.4855,0.4524,0.0876,0.0537,0.0866,0.0228,jg
Master Yi,Rek'Sai,11,421,2.02,2.72,,,0.465,0.505,14615.0,14112.0,,,0.4712,0.5288,0.466,0.5038,0.023,0.0507,0.0052,0.0542,jg
Taliyah,Poppy,163,78,2.71,2.72,,,0.5329999999999999,0.48700000000000004,19157.0,13164.0,,,0.5066,0.4934,0.5241,0.4965,0.0269,0.0305,0.0032,0.0381,jg
Taliyah,Shaco,163,35,2.46,2.89,,,0.507,0.511,18324.0,14754.0,,,0.4968,0.5032,0.5241,0.5114,0.0269,0.0741,0.0032,0.287,jg
Olaf,Lillia,2,876,2.47,2.72,,,0.47100000000000003,0.499,15463.0,17116.0,,,0.4977,0.5023,0.4805,0.45399999999999996,0.0198,0.0152,0.0127,0.0037,jg
Kindred,Kha'Zix,203,121,2.06,2.58,,,0.488,0.483,16153.0,16647.0,,,0.4835,0.5165,0.5016,0.5083,0.1107,0.0498,0.0594,0.0054,jg
Viego,Ivern,234,427,2.23,3.46,,,0.46299999999999997,0.47200000000000003,13681.0,7616.0,,,0.4931,0.5069,0.4786,0.5256,0.0718,0.009000000000000001,0.1371,0.0018,jg
Graves,Rengar,104,107,2.37,2.33,,,0.46,0.462,15869.0,15143.0,,,0.4729,0.5271,0.4524,0.4819,0.0537,0.0086,0.0228,0.0111,jg
Morgana,Rumble,25,68,3.1,2.64,,,0.515,0.512,16146.0,17992.0,,,0.5403,0.4597,0.5135,0.4892,0.0793,0.1175,0.485,0.2828,jg
Ivern,Kayn,427,141,3.56,2.2,,,0.49,0.485,8199.0,15235.0,,,0.5146,0.4854,0.5256,0.4961,0.009000000000000001,0.0639,0.0018,0.013000000000000001,jg
Taliyah,Kindred,163,203,2.66,2.28,,,0.527,0.502,17219.0,16277.0,,,0.5016,0.4984,0.5241,0.5016,0.0269,0.1107,0.0032,0.0594,jg
Gragas,Viego,79,234,2.96,2.27,,,0.483,0.478,15672.0,15640.0,,,0.5169,0.4831,0.5147,0.4786,0.0191,0.0718,0.0032,0.1371,jg
Kindred,Olaf,203,2,2.52,2.2,,,0.523,0.46399999999999997,17984.0,14440.0,,,0.5398,0.4602,0.5016,0.4805,0.1107,0.0198,0.0594,0.0127,jg
Karthus,Kha'Zix,30,121,2.29,2.62,,,0.564,0.475,24882.0,17831.0,,,0.4618,0.5382,0.522,0.5083,0.0283,0.0498,0.0393,0.0054,jg
Nidalee,Rek'Sai,76,421,2.56,2.72,,,0.507,0.508,15193.0,14049.0,,,0.4512,0.5488,0.4819,0.5038,0.10400000000000001,0.0507,0.0465,0.0542,jg
Kayn,Graves,141,104,2.47,2.44,,,0.48700000000000004,0.474,17100.0,16605.0,,,0.5382,0.4618,0.4961,0.4524,0.0639,0.0537,0.013000000000000001,0.0228,jg
Morgana,Taliyah,25,163,2.95,2.58,,,0.514,0.521,15204.0,18377.0,,,0.5068,0.4932,0.5135,0.5241,0.0793,0.0269,0.485,0.0032,jg
Gragas,Sejuani,79,113,2.87,3.52,,,0.485,0.529,15526.0,13003.0,,,0.4581,0.5419,0.5147,0.5138,0.0191,0.0168,0.0032,0.0009,jg
Lillia,Graves,876,104,2.55,2.49,,,0.46799999999999997,0.465,16076.0,16078.0,,,0.5,0.5,0.45399999999999996,0.4524,0.0152,0.0537,0.0037,0.0228,jg
Poppy,Trundle,78,48,2.7,3.09,,,0.479,0.52,13519.0,12935.0,,,0.4797,0.5203,0.4965,0.4991,0.0305,0.0085,0.0381,0.0007,jg
Rek'Sai,Lillia,421,876,2.69,2.41,,,0.525,0.485,14718.0,15568.0,,,0.5445,0.4555,0.5038,0.45399999999999996,0.0507,0.0152,0.0542,0.0037,jg
Kayn,Fiddlesticks,141,9,2.33,3.0,,,0.495,0.502,16941.0,16493.0,,,0.4554,0.5446,0.4961,0.5293,0.0639,0.0349,0.013000000000000001,0.0151,jg
Nocturne,Wukong,56,62,2.6,2.84,,,0.494,0.5,14666.0,14977.0,,,0.4766,0.5234,0.498,0.4928,0.0378,0.0079,0.0236,0.0097,jg
Shaco,Volibear,35,106,3.13,2.7,,,0.526,0.47100000000000003,15158.0,12530.0,,,0.5356,0.4644,0.5114,0.5031,0.0741,0.0147,0.287,0.0476,jg
Ekko,Elise,245,60,2.62,2.78,,,0.506,0.499,16428.0,16036.0,,,0.4733,0.5267,0.494,0.5268,0.0476,0.1231,0.0128,0.514,jg
Nocturne,Zac,56,154,2.67,3.78,,,0.512,0.534,15833.0,13896.0,,,0.4807,0.5193,0.498,0.5129,0.0378,0.0361,0.0236,0.0073,jg
Karthus,Nidalee,30,76,2.38,3.0,,,0.547,0.502,24565.0,17446.0,,,0.5035,0.4965,0.522,0.4819,0.0283,0.10400000000000001,0.0393,0.0465,jg
Sejuani,Viego,113,234,3.53,2.33,,,0.5329999999999999,0.494,12616.0,16252.0,,,0.5463,0.4537,0.5138,0.4786,0.0168,0.0718,0.0009,0.1371,jg
Rammus,Kha'Zix,33,121,2.9,2.62,,,0.503,0.495,12250.0,16774.0,,,0.5225,0.4775,0.5005,0.5083,0.0151,0.0498,0.0178,0.0054,jg
Lillia,Shaco,876,35,2.35,2.95,,,0.478,0.51,17175.0,15103.0,,,0.4466,0.5534,0.45399999999999996,0.5114,0.0152,0.0741,0.0037,0.287,jg
Udyr,Graves,77,104,3.06,2.36,,,0.461,0.47200000000000003,10691.0,15418.0,,,0.5458,0.4542,0.4838,0.4524,0.0211,0.0537,0.0151,0.0228,jg
Xin Zhao,Master Yi,5,11,2.44,2.1,,,0.485,0.473,15832.0,15640.0,,,0.5164,0.4836,0.5188,0.466,0.0734,0.023,0.0173,0.0052,jg
Rammus,Vi,33,254,3.01,2.51,,,0.518,0.479,11650.0,13219.0,,,0.5088,0.4912,0.5005,0.4944,0.0151,0.0131,0.0178,0.0008,jg
Karthus,Hecarim,30,120,2.68,2.78,,,0.5710000000000001,0.514,26872.0,13976.0,,,0.5623,0.4377,0.522,0.4491,0.0283,0.0182,0.0393,0.019,jg
Trundle,Jax,48,24,2.83,2.39,,,0.483,0.424,10715.0,14275.0,,,0.5227,0.4773,0.4991,0.4894,0.0085,0.0052,0.0007,0.0239,jg
Kha'Zix,Jax,121,24,2.51,2.1,,,0.47100000000000003,0.42100000000000004,16270.0,13552.0,,,0.5034,0.4966,0.5083,0.4894,0.0498,0.0052,0.0054,0.0239,jg
Jax,Warwick,24,19,2.17,2.51,,,0.45799999999999996,0.486,14821.0,12454.0,,,0.4527,0.5473,0.4894,0.51,0.0052,0.0223,0.0239,0.003,jg
Trundle,Nunu & Willump,48,20,3.2,2.81,,,0.49700000000000005,0.521,12799.0,11110.0,,,0.5345,0.4655,0.4991,0.505,0.0085,0.0373,0.0007,0.011000000000000001,jg
Graves,Evelynn,104,28,2.34,3.13,,,0.47100000000000003,0.504,15790.0,19322.0,,,0.4452,0.5548,0.4524,0.5243,0.0537,0.0339,0.0228,0.0203,jg
Jarvan IV,Udyr,59,77,3.52,2.74,,,0.608,0.478,13002.0,11367.0,,,0.5055,0.4945,0.5015,0.4838,0.0237,0.0211,0.0007,0.0151,jg
Nidalee,Lee Sin,76,64,2.58,2.92,,,0.503,0.529,16349.0,14623.0,,,0.4584,0.5416,0.4819,0.5123,0.10400000000000001,0.2982,0.0465,0.4717,jg
